candidate_id,sample_source,semantic_bucket,exp_bucket,role_family,labeling_set,labeling_batch,label_status,llm_provider,industry,current_role
CAND_0071191,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,IT Services,DevOps Engineer
CAND_0050255,elite,,,Recommendation,set_1,batch_3,unlabeled,,IT Services,Business Analyst
CAND_0014120,stratified,Top 25%,8+ years,Analytics,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0094296,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Mechanical Engineer
CAND_0053785,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Marketing Manager
CAND_0098903,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Marketing Manager
CAND_0026170,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,Software,Cloud Engineer
CAND_0032311,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Software,Cloud Engineer
CAND_0032187,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0022181,suspicious,,,Recommendation,set_1,batch_3,unlabeled,,IT Services,Operations Manager
CAND_0008092,suspicious,,,Recommendation,set_1,batch_3,unlabeled,,AI/ML,Computer Vision Engineer
CAND_0019141,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Operations Manager
CAND_0078190,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Food Delivery,Cloud Engineer
CAND_0079591,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Content Writer
CAND_0054248,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0075672,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0018996,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Backend Engineer
CAND_0087186,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0034671,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Marketing Manager
CAND_0072072,stratified,Top 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0026092,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,HR Manager
CAND_0075336,elite,,,Other,set_1,batch_3,unlabeled,,IT Services,Mechanical Engineer
CAND_0080386,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Sales Executive
CAND_0037081,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0088696,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Business Analyst
CAND_0049654,stratified,Middle 50%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0038800,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0023680,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Accountant
CAND_0009232,stratified,Middle 50%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Senior Software Engineer
CAND_0005669,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Software,HR Manager
CAND_0031541,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0000245,stratified,Top 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0047888,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Conglomerate,Accountant
CAND_0073632,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,HR Manager
CAND_0060726,elite,,,Search_IR,set_1,batch_3,unlabeled,,Paper Products,HR Manager
CAND_0021084,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Accountant
CAND_0022989,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Operations Manager
CAND_0010867,stratified,Middle 50%,0-3 years,NLP_LLM,set_1,batch_3,unlabeled,,E-commerce,Frontend Engineer
CAND_0089918,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,IT Services,Mobile Developer
CAND_0028379,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0080621,stratified,Middle 50%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Paper Products,Operations Manager
CAND_0041644,stratified,Bottom 25%,8+ years,Platform_MLOps,set_1,batch_3,unlabeled,,Software,Frontend Engineer
CAND_0056958,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0046212,stratified,Middle 50%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Conglomerate,Customer Support
CAND_0014198,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0099894,stratified,Middle 50%,8+ years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0075142,stratified,Middle 50%,8+ years,ML_Engineer,set_1,batch_3,unlabeled,,Software,Full Stack Developer
CAND_0085570,stratified,Middle 50%,8+ years,Analytics,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0084582,stratified,Top 25%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Software,HR Manager
CAND_0034614,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0058202,stratified,Bottom 25%,3-5 years,Platform_MLOps,set_1,batch_3,unlabeled,,Food Delivery,.NET Developer
CAND_0046162,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Fintech,Data Engineer
CAND_0090280,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Business Analyst
CAND_0060164,stratified,Top 25%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Sales Executive
CAND_0001180,stratified,Bottom 25%,8+ years,Data_Science,set_1,batch_3,unlabeled,,Manufacturing,Marketing Manager
CAND_0031289,stratified,Middle 50%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Content Writer
CAND_0025870,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0017119,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,IT Services,HR Manager
CAND_0088106,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,HR Manager
CAND_0010527,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0027862,stratified,Bottom 25%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0016376,stratified,Bottom 25%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Accountant
CAND_0083168,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0041981,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Business Analyst
CAND_0016695,elite,,,Search_IR,set_1,batch_3,unlabeled,,Paper Products,Civil Engineer
CAND_0008198,stratified,Top 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,EdTech,Software Engineer
CAND_0013771,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Accountant
CAND_0042749,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Accountant
CAND_0050598,elite,,,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Mechanical Engineer
CAND_0084599,stratified,Bottom 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Business Analyst
CAND_0066501,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Operations Manager
CAND_0085944,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0004008,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0004039,elite,,,Non_Technical,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0038856,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Content Writer
CAND_0058196,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,HR Manager
CAND_0075548,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Business Analyst
CAND_0039657,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Paper Products,Marketing Manager
CAND_0024857,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Graphic Designer
CAND_0019198,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Project Manager
CAND_0040575,stratified,Middle 50%,0-3 years,Analytics,set_1,batch_3,unlabeled,,IT Services,Content Writer
CAND_0006293,stratified,Top 25%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0018483,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0077007,stratified,Top 25%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Graphic Designer
CAND_0090574,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Graphic Designer
CAND_0026867,stratified,Bottom 25%,8+ years,Platform_MLOps,set_1,batch_3,unlabeled,,Software,Java Developer
CAND_0015608,stratified,Bottom 25%,0-3 years,ML_Engineer,set_1,batch_3,unlabeled,,Food Delivery,Mobile Developer
CAND_0006897,stratified,Bottom 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Conglomerate,Graphic Designer
CAND_0003234,elite,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Marketing Manager
CAND_0023445,stratified,Middle 50%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,Conglomerate,Marketing Manager
CAND_0070356,stratified,Middle 50%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Accountant
CAND_0013983,stratified,Top 25%,8+ years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0082665,stratified,Middle 50%,0-3 years,Other,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0068691,stratified,Middle 50%,0-3 years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Sales Executive
CAND_0077874,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Software,HR Manager
CAND_0055573,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0067865,stratified,Top 25%,3-5 years,Platform_MLOps,set_1,batch_3,unlabeled,,EdTech,Data Engineer
CAND_0024472,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Accountant
CAND_0005031,stratified,Top 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0095499,stratified,Bottom 25%,5-8 years,Backend,set_1,batch_3,unlabeled,,IT Services,.NET Developer
CAND_0019137,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Paper Products,Customer Support
CAND_0021852,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Food Delivery,.NET Developer
CAND_0055170,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0045187,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0069896,stratified,Middle 50%,5-8 years,Data_Science,set_1,batch_3,unlabeled,,Manufacturing,Marketing Manager
CAND_0084015,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Accountant
CAND_0021367,stratified,Top 25%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0052281,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Business Analyst
CAND_0014048,stratified,Top 25%,0-3 years,Other,set_1,batch_3,unlabeled,,IT Services,Civil Engineer
CAND_0057844,stratified,Middle 50%,8+ years,Backend,set_1,batch_3,unlabeled,,IT Services,QA Engineer
CAND_0048178,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Graphic Designer
CAND_0028378,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,HR Manager
CAND_0038151,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0014892,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Conglomerate,Graphic Designer
CAND_0057098,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Fintech,Software Engineer
CAND_0059223,stratified,Middle 50%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Accountant
CAND_0091445,suspicious,,,Recommendation,set_1,batch_3,unlabeled,,Paper Products,DevOps Engineer
CAND_0013390,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Conglomerate,Graphic Designer
CAND_0047945,stratified,Middle 50%,8+ years,Platform_MLOps,set_1,batch_3,unlabeled,,Manufacturing,Mobile Developer
CAND_0060388,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0062494,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Sales Executive
CAND_0094539,stratified,Middle 50%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0056900,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0003742,stratified,Middle 50%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,Food Delivery,Frontend Engineer
CAND_0042924,stratified,Bottom 25%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Marketing Manager
CAND_0001617,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Customer Support
CAND_0045253,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0040345,stratified,Middle 50%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Graphic Designer
CAND_0087930,suspicious,,,Recommendation,set_1,batch_3,unlabeled,,IT Services,HR Manager
CAND_0025188,stratified,Top 25%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Project Manager
CAND_0097149,suspicious,,,Recommendation,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0050052,stratified,Top 25%,8+ years,ML_Engineer,set_1,batch_3,unlabeled,,IT Services,Frontend Engineer
CAND_0045464,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0018548,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0065745,elite,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Civil Engineer
CAND_0033612,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,HR Manager
CAND_0018598,stratified,Bottom 25%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0099425,stratified,Top 25%,8+ years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Graphic Designer
CAND_0035745,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Full Stack Developer
CAND_0098297,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Accountant
CAND_0042116,stratified,Bottom 25%,8+ years,Analytics,set_1,batch_3,unlabeled,,IT Services,Business Analyst
CAND_0093532,stratified,Bottom 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Conglomerate,Marketing Manager
CAND_0040510,stratified,Bottom 25%,0-3 years,Backend,set_1,batch_3,unlabeled,,Paper Products,Mobile Developer
CAND_0017565,elite,,,NLP_LLM,set_1,batch_3,unlabeled,,Conglomerate,Mechanical Engineer
CAND_0019360,stratified,Middle 50%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0036285,stratified,Bottom 25%,0-3 years,Platform_MLOps,set_1,batch_3,unlabeled,,IT Services,QA Engineer
CAND_0031093,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Software,Java Developer
CAND_0068225,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Business Analyst
CAND_0063620,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Graphic Designer
CAND_0066599,stratified,Top 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0092695,stratified,Middle 50%,5-8 years,Recommendation,set_1,batch_3,unlabeled,,Consulting,Cloud Engineer
CAND_0013531,stratified,Middle 50%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Content Writer
CAND_0048559,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Paper Products,Graphic Designer
CAND_0004006,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0052743,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0087755,suspicious,,,Backend,set_1,batch_3,unlabeled,,IT Services,.NET Developer
CAND_0039679,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0030707,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Mobile Developer
CAND_0077208,stratified,Top 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0012983,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Fintech,DevOps Engineer
CAND_0005404,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Accountant
CAND_0042992,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0061387,stratified,Middle 50%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Content Writer
CAND_0097048,stratified,Bottom 25%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,IT Services,Cloud Engineer
CAND_0023520,stratified,Middle 50%,8+ years,Analytics,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0062287,stratified,Bottom 25%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Accountant
CAND_0068552,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0031512,stratified,Middle 50%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0059281,elite,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Project Manager
CAND_0082516,stratified,Top 25%,3-5 years,Backend,set_1,batch_3,unlabeled,,Conglomerate,Software Engineer
CAND_0063352,stratified,Bottom 25%,0-3 years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Customer Support
CAND_0067684,stratified,Middle 50%,0-3 years,Other,set_1,batch_3,unlabeled,,Conglomerate,Content Writer
CAND_0022308,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Customer Support
CAND_0079322,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Civil Engineer
CAND_0069540,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,EdTech,ML Engineer
CAND_0005405,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0025213,stratified,Top 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0014337,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0089880,stratified,Middle 50%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0049445,stratified,Top 25%,5-8 years,Platform_MLOps,set_1,batch_3,unlabeled,,Paper Products,DevOps Engineer
CAND_0080084,suspicious,,,NLP_LLM,set_1,batch_3,unlabeled,,Fintech,Software Engineer
CAND_0021082,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Business Analyst
CAND_0027546,stratified,Top 25%,8+ years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0060436,elite,,,Non_Technical,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0001419,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,HR Manager
CAND_0029359,stratified,Middle 50%,5-8 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Sales Executive
CAND_0051509,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Sales Executive
CAND_0065115,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0002659,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Marketing Manager
CAND_0021478,stratified,Top 25%,5-8 years,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Java Developer
CAND_0029709,stratified,Bottom 25%,0-3 years,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Operations Manager
CAND_0006226,stratified,Top 25%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Mechanical Engineer
CAND_0027607,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Software,Project Manager
CAND_0062535,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Project Manager
CAND_0069076,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Conglomerate,HR Manager
CAND_0076962,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Paper Products,Accountant
CAND_0045500,stratified,Bottom 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,IT Services,Content Writer
CAND_0017955,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0071881,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Civil Engineer
CAND_0086264,stratified,Middle 50%,3-5 years,Analytics,set_1,batch_3,unlabeled,,Software,Graphic Designer
CAND_0008963,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0074420,stratified,Top 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,HR Manager
CAND_0035523,stratified,Middle 50%,3-5 years,Data_Science,set_1,batch_3,unlabeled,,Conglomerate,Business Analyst
CAND_0040927,stratified,Middle 50%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Customer Support
CAND_0055186,stratified,Bottom 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Accountant
CAND_0092941,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0045982,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0002491,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,E-commerce,Backend Engineer
CAND_0081472,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0096170,stratified,Middle 50%,0-3 years,Backend,set_1,batch_3,unlabeled,,IT Services,QA Engineer
CAND_0013421,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Content Writer
CAND_0066786,stratified,Top 25%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0034975,stratified,Middle 50%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Civil Engineer
CAND_0072891,stratified,Top 25%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,IT Services,Operations Manager
CAND_0086259,stratified,Bottom 25%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0061361,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,HR Manager
CAND_0004890,stratified,Top 25%,3-5 years,Analytics,set_1,batch_3,unlabeled,,IT Services,Marketing Manager
CAND_0042579,stratified,Bottom 25%,8+ years,Platform_MLOps,set_1,batch_3,unlabeled,,Software,Mobile Developer
CAND_0063446,stratified,Middle 50%,3-5 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0063706,stratified,Middle 50%,8+ years,NLP_LLM,set_1,batch_3,unlabeled,,Fintech,QA Engineer
CAND_0035954,stratified,Bottom 25%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Software,Sales Executive
CAND_0023306,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Mechanical Engineer
CAND_0015935,stratified,Top 25%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,Software,Customer Support
CAND_0011160,suspicious,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Operations Manager
CAND_0036487,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,HR Manager
CAND_0022260,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0093030,stratified,Middle 50%,3-5 years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0028344,suspicious,,,NLP_LLM,set_1,batch_3,unlabeled,,IT Services,Software Engineer
CAND_0008455,stratified,Top 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Software,Operations Manager
CAND_0068787,stratified,Top 25%,8+ years,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Operations Manager
CAND_0087580,elite,,,Analytics,set_1,batch_3,unlabeled,,Software,Mechanical Engineer
CAND_0060712,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Operations Manager
CAND_0044437,stratified,Middle 50%,3-5 years,Analytics,set_1,batch_3,unlabeled,,Paper Products,Civil Engineer
CAND_0003189,elite,,,Search_IR,set_1,batch_3,unlabeled,,IT Services,Project Manager
CAND_0022901,elite,,,Search_IR,set_1,batch_3,unlabeled,,Software,Civil Engineer
CAND_0038561,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Operations Manager
CAND_0071391,stratified,Top 25%,3-5 years,NLP_LLM,set_1,batch_3,unlabeled,,Food Delivery,Frontend Engineer
CAND_0007710,stratified,Middle 50%,8+ years,Platform_MLOps,set_1,batch_3,unlabeled,,Manufacturing,Mobile Developer
CAND_0044306,stratified,Middle 50%,8+ years,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Marketing Manager
CAND_0061390,stratified,Middle 50%,5-8 years,Non_Technical,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0083919,stratified,Middle 50%,3-5 years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Customer Support
CAND_0017778,stratified,Bottom 25%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Software,Project Manager
CAND_0068124,stratified,Top 25%,0-3 years,Non_Technical,set_1,batch_3,unlabeled,,Paper Products,Accountant
CAND_0053099,elite,,,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Civil Engineer
CAND_0098329,stratified,Top 25%,5-8 years,Analytics,set_1,batch_3,unlabeled,,Manufacturing,Sales Executive
CAND_0097688,stratified,Middle 50%,8+ years,Analytics,set_1,batch_3,unlabeled,,Conglomerate,Business Analyst
CAND_0048271,elite,,,Search_IR,set_1,batch_3,unlabeled,,Manufacturing,Project Manager
CAND_0088941,stratified,Middle 50%,0-3 years,Search_IR,set_1,batch_3,unlabeled,,Conglomerate,Java Developer
